,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,,,,,45700000.000,48700000.000,46700000.000,44600000.000,58700000.000,48500000.000,51100000.000,45300000.000,50700000.000,50400000.000,49200000.000,47000000.000,67900000.000,66800000.000
AccountsReceivableNetCurrent,,,,,29200000.000,28400000.000,26200000.000,30800000.000,30100000.000,37000000.000,59700000.000,40000000.000,44900000.000,34700000.000,37900000.000,39700000.000,40100000.000,45900000.000
AccruedEmployeeBenefitsCurrent,1500000.000,2000000.000,2000000.000,4200000.000,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,3100000.000,3600000.000,3500000.000,6400000.000,5200000.000,6300000.000,6500000.000,7500000.000,10300000.000,12900000.000,20000000.000,12900000.000,22700000.000,13300000.000,12000000.000,11700000.000,11100000.000,11500000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,130500000.000,,,,168700000.000,,,,291100000.000,307200000.000,322500000.000,338000000.000,352600000.000,371400000.000,390100000.000
AssetRetirementObligation,,,,,,,,,,,,5600000.000,,,,6100000.000,,
AssetRetirementObligationsNoncurrent,,,,,,,,,5300000.000,5400000.000,5600000.000,5600000.000,5700000.000,5900000.000,6000000.000,,,
Assets,,,,1027500000.000,1006500000.000,1065200000.000,1050800000.000,1058000000.000,1422500000.000,1418700000.000,1814400000.000,1768900000.000,1736100000.000,1729900000.000,1712500000.000,1696000000.000,1699000000.000,1677000000.000
AssetsCurrent,,,,,108200000.000,150900000.000,127100000.000,134800000.000,209600000.000,210600000.000,201200000.000,169100000.000,156200000.000,165400000.000,154100000.000,150000000.000,168800000.000,157500000.000
CashAndCashEquivalentsAtCarryingValue,,,,,19200000.000,58500000.000,26900000.000,33300000.000,91800000.000,98900000.000,61300000.000,48600000.000,33700000.000,54100000.000,46100000.000,41800000.000,46200000.000,23500000.000
DebtInstrumentCarryingAmount,,,,,,,,,614900000.000,614200000.000,957800000.000,898800000.000,845700000.000,828300000.000,824300000.000,813400000.000,812500000.000,856600000.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,,,9300000.000
DebtInstrumentUnamortizedPremium,,,,,,,,11500000.000,,,,12100000.000,10200000.000,9100000.000,8200000.000,7500000.000,6900000.000,
DeferredIncomeTaxLiabilities,,,,4900000.000,,,,5400000.000,,,,39200000.000,,,,38300000.000,,
DeferredRevenueCurrent,,,,,,,,,,,,,,20300000.000,27600000.000,2500000.000,5600000.000,12000000.000
DeferredTaxAssetsGross,,,,3200000.000,,,,2700000.000,800000.000,0.000,0.000,1500000.000,,,,600000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,-2000000.000,,,,-3200000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,800000.000,,,,800000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,-2800000.000,,,,-4000000.000,0.000,0.000,0.000,0.000,,,,,,
DeferredTaxAssetsNet,,,,2900000.000,,,,2200000.000,,,,1200000.000,,,,400000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,0.000,,,,,,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,3200000.000,,,,2500000.000,,,,1400000.000,,,,500000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,0.000,,,,,,,,0.000,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,0.000,,,,200000.000,,,,100000.000,,,,100000.000,,
