,2012-03-30,2012-06-29,2012-09-28,2013-03-29,2013-06-28,2013-09-27,2014-03-28,2014-06-27,2014-09-26,2015-04-03
AdditionsToNoncurrentAssets,,1221000.000,1939000.000,2226000.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,175000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1139000.000,,,-5837000.000,,,-4579000.000,,,-206000.000
ComprehensiveIncomeNetOfTax,-7072000.000,-16672000.000,-1063000.000,-28217000.000,-1632000.000,16251000.000,-19641000.000,-3160000.000,-16181000.000,-31068000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,166565000.000,185135000.000,182557000.000,149170000.000,190461000.000,188792000.000,146971000.000,193077000.000,202160000.000,160587000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,-1497000.000
DepreciationAndAmortization,,8633000.000,8624000.000,8593000.000,8450000.000,8514000.000,8202000.000,8251000.000,8142000.000,7499000.000
DepreciationDepletionAndAmortization,8681000.000,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,36000.000,,,464000.000,,,-297000.000,,,-400000.000
EffectiveIncomeTaxRateContinuingOperations,,0.064,-0.643,0.027,-0.163,4.118,0.037,-0.275,-0.022,-0.039
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,-16559000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7778000.000,-14659000.000,-3290000.000,-27375000.000,-1859000.000,3177000.000,-18579000.000,-4299000.000,-16775000.000,-32686000.000
IncomeTaxExpenseBenefit,342000.000,933000.000,-2115000.000,741000.000,-303000.000,-13082000.000,693000.000,-1183000.000,-369000.000,-1275000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,12341000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,,,,-390000.000
IncreaseDecreaseInBookOverdrafts,0.000,,,,,,236000.000,,,0.000
IncreaseDecreaseInDueToAffiliates,,,,0.000,,,0.000,,,0.000
IncreaseDecreaseInInventories,,,,,,,,,,6586000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,,,,-5329000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,,,,,,,,,,339000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,868000.000
InterestExpense,13536000.000,13861000.000,13394000.000,13598000.000,13854000.000,13805000.000,13765000.000,13914000.000,13895000.000,13934000.000
NetCashProvidedByUsedInFinancingActivities,-252000.000,,,19137000.000,,,1049000.000,,,34730000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-252000.000,,,19137000.000,,,1049000.000,,,34730000.000
NetCashProvidedByUsedInInvestingActivities,-257000.000,,,-2110000.000,,,-1445000.000,,,-2066000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-257000.000,,,-2110000.000,,,-1445000.000,,,-2066000.000
NetCashProvidedByUsedInOperatingActivities,-666000.000,,,-23328000.000,,,-3886000.000,,,-32470000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-666000.000,,,-23328000.000,,,-3886000.000,,,-32470000.000
NetIncomeLoss,-8120000.000,-15592000.000,-1175000.000,-28116000.000,-1556000.000,16259000.000,-19272000.000,-3116000.000,-16406000.000,-31411000.000
OperatingIncomeLoss,-286000.000,8065000.000,6610000.000,-7432000.000,9884000.000,8687000.000,-5010000.000,10131000.000,11176000.000,-3287000.000
OtherAmortizationOfDeferredCharges,,,,,,,,,,641000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,85000.000,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,963000.000,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,-389000.000,,,221000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-1165000.000,26000.000,-185000.000,-157000.000,-89000.000,-389000.000,-65000.000,204000.000,221000.000
OtherComprehensiveIncomeLossNetOfTax,,,,-101000.000,,,-369000.000,,,343000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,-85000.000,-86000.000,-84000.000,-81000.000,-81000.000,-20000.000,-21000.000,-21000.000,-122000.000
OtherDepreciationAndAmortization,,,,,,,,,,7499000.000
OtherNonoperatingIncomeExpense,6044000.000,-8863000.000,3494000.000,-6345000.000,2111000.000,8295000.000,196000.000,-516000.000,-14056000.000,-15465000.000
PaymentsOfDebtIssuanceCosts,46000.000,,,175000.000,,,88000.000,,,0.000
PaymentsToAcquireProductiveAssets,1426000.000,,,2226000.000,2732000.000,2397000.000,1488000.000,1473000.000,2272000.000,2109000.000
ProceedsFromContributionsFromAffiliates,,,,,,,0.000,,,0.000
ProceedsFromIssuanceOfSecuredDebt,0.000,,,,,,,,,
ProceedsFromLinesOfCredit,,,,7802000.000,,,-13756000.000,,,24207000.000
ProceedsFromRepaymentsOfLinesOfCredit,-206000.000,,,,,,,,,24207000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,1169000.000,,,116000.000,,,43000.000,,,43000.000
ProceedsFromUnsecuredNotesPayable,0.000,,,,,,,,,
ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,,-259000.000,47000.000,-81000.000,20000.000,93000.000,2000.000,-2000.000,-88000.000,-97000.000
ProductWarrantyAccrualPayments,,669000.000,596000.000,876000.000,-955000.000,-734000.000,621000.000,-934000.000,-754000.000,520000.000
ProductWarrantyAccrualWarrantiesIssued,,788000.000,718000.000,957000.000,884000.000,997000.000,682000.000,493000.000,692000.000,467000.000
ProvisionForDoubtfulAccounts,,,,,,,,,,1318000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,,,,,,,,,,122000.000
RepaymentsOfLongTermDebt,0.000,,,,,,,,,
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,0.000,0.000,0.000,,,,,,
SalesRevenueGoodsNet,198683000.000,223792000.000,219173000.000,172545000.000,229861000.000,227835000.000,169904000.000,232990000.000,239942000.000,185599000.000
SegmentReportingInformationRevenue,,223792000.000,219173000.000,172545000.000,,,,,,
