,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,46200000.000,39500000.000,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,34800000.000,29900000.000,30500000.000,42800000.000,41900000.000,30900000.000,34500000.000,69800000.000,43300000.000,33100000.000,34700000.000,65100000.000,44400000.000,49900000.000,53700000.000,51700000.000,74900000.000,86000000.000,86500000.000,118600000.000,80600000.000,126600000.000,137500000.000
AccountsPayableOtherCurrent,11400000.000,13800000.000,5900000.000,6300000.000,4200000.000,14700000.000,13700000.000,19200000.000,17300000.000,15500000.000,7700000.000,5700000.000,5300000.000,13300000.000,11900000.000,10400000.000,25700000.000,21400000.000,19400000.000,19500000.000,21000000.000,21000000.000,23700000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,1900000.000,2400000.000,800000.000,1500000.000,800000.000,900000.000,1400000.000,1300000.000,1800000.000,1300000.000,1400000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,3100000.000,2500000.000,3100000.000,3200000.000,1200000.000,2600000.000,4700000.000,2700000.000,3000000.000,1000000.000,700000.000,1200000.000,,,,,,,,,,,
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,,49200000.000,64600000.000,67100000.000,99100000.000,59600000.000,105600000.000,113800000.000
AccountsReceivableNetCurrent,,87200000.000,84100000.000,98000000.000,96300000.000,84400000.000,79000000.000,105300000.000,102100000.000,83000000.000,94100000.000,103500000.000,115800000.000,88300000.000,84400000.000,102600000.000,103200000.000,93800000.000,91000000.000,117200000.000,112800000.000,99900000.000,127100000.000
AccountsReceivableRelatedPartiesCurrent,500000.000,,800000.000,300000.000,,,500000.000,,,,3400000.000,1100000.000,3500000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccrualForEnvironmentalLossContingencies,,10600000.000,10400000.000,8800000.000,8500000.000,8300000.000,8100000.000,7800000.000,7500000.000,7300000.000,7200000.000,6500000.000,6300000.000,6200000.000,6000000.000,6100000.000,5800000.000,5200000.000,5000000.000,5600000.000,5400000.000,5300000.000,5000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,25700000.000,44400000.000,60500000.000,40600000.000,26900000.000,45800000.000,63700000.000,40500000.000,26100000.000,47600000.000,66800000.000,46100000.000,29300000.000,48800000.000,67300000.000,47100000.000,31800000.000,47500000.000,68000000.000,47300000.000,31200000.000,50800000.000,52700000.000
AccruedEnvironmentalLossContingenciesCurrent,,3600000.000,3600000.000,2200000.000,2200000.000,2200000.000,2200000.000,2200000.000,2200000.000,2200000.000,2200000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1500000.000,1600000.000,1700000.000,1700000.000,1700000.000,1700000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,7000000.000,6800000.000,6600000.000,6300000.000,6100000.000,5900000.000,5600000.000,5300000.000,5100000.000,5000000.000,5000000.000,4800000.000,4700000.000,4500000.000,4600000.000,4300000.000,3700000.000,3400000.000,3900000.000,3700000.000,3600000.000,3300000.000
